categoryId,name,uri,product_id
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90116
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90116
2221,Điện thoại AI,ai,90116
2240,Chuẩn NFC,nfc,90116
2305,iPhone 16 Series,iphone-16,90116
2,Root,default-category,91088
4,Máy tính bảng,tablet,91088
980,Xiaomi,xiaomi,91088
2,Root,default-category,100192
4,Máy tính bảng,tablet,100192
932,Lenovo,lenovo,100192
2,Root,default-category,59255
3,Điện thoại,mobile,59255
132,Apple,apple,59255
1131,Điện thoại gaming,dien-thoai-gaming,59255
1601,Điện thoại pin trâu,dien-thoai-pin-trau,59255
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,59255
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,59255
2221,Điện thoại AI,ai,59255
2240,Chuẩn NFC,nfc,59255
2305,iPhone 16 Series,iphone-16,59255
3,Điện thoại,mobile,92993
1131,Điện thoại gaming,dien-thoai-gaming,92993
1601,Điện thoại pin trâu,dien-thoai-pin-trau,92993
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,92993
1642,Nothing Phone,nothing-phone,92993
2240,Chuẩn NFC,nfc,92993
2,Root,default-category,81803
4,Máy tính bảng,tablet,81803
279,iPad Air,ipad-air,81803
944,iPad,ipad,81803
2222,Máy tính bảng AI,ai,81803
2184,iPad Air 6 M2 2024,ipad-air-2024,81803
2,Root,default-category,101623
4,Máy tính bảng,tablet,101623
279,iPad Air,ipad-air,101623
944,iPad,ipad,101623
2509,iPad Air M3,ipad-air-m3,101623
3,Điện thoại,mobile,67006
132,Apple,apple,67006
1131,Điện thoại gaming,dien-thoai-gaming,67006
1601,Điện thoại pin trâu,dien-thoai-pin-trau,67006
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,67006
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,67006
2221,Điện thoại AI,ai,67006
2240,Chuẩn NFC,nfc,67006
1392,iPhone 15 Series,iphone-15,67006
2,Root,default-category,89477
4,Máy tính bảng,tablet,89477
2263,Teclast,teclast,89477
2,Root,default-category,90118
3,Điện thoại,mobile,90118
132,Apple,apple,90118
1131,Điện thoại gaming,dien-thoai-gaming,90118
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90118
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90118
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90118
2221,Điện thoại AI,ai,90118
2240,Chuẩn NFC,nfc,90118
2305,iPhone 16 Series,iphone-16,90118
2,Root,default-category,79329
4,Máy tính bảng,tablet,79329
932,Lenovo,lenovo,79329
3,Điện thoại,mobile,87242
925,Nubia,nubia,87242
1601,Điện thoại pin trâu,dien-thoai-pin-trau,87242
2,Root,default-category,100044
4,Máy tính bảng,tablet,100044
913,Máy đọc sách ,may-doc-sach,100044
978,Kindle,kindle,100044
914,Kindle,kindle,100044
2,Root,default-category,90116
3,Điện thoại,mobile,90116
132,Apple,apple,90116
1131,Điện thoại gaming,dien-thoai-gaming,90116
1601,Điện thoại pin trâu,dien-thoai-pin-trau,90116
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90116
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90116
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90116
2221,Điện thoại AI,ai,90116
2240,Chuẩn NFC,nfc,90116
2305,iPhone 16 Series,iphone-16,90116
3,Điện thoại,mobile,82062
340,Xiaomi,xiaomi,82062
1131,Điện thoại gaming,dien-thoai-gaming,82062
1601,Điện thoại pin trâu,dien-thoai-pin-trau,82062
2240,Chuẩn NFC,nfc,82062
2,Root,default-category,85477
4,Máy tính bảng,tablet,85477
2263,Teclast,teclast,85477
3,Điện thoại,mobile,92993
1131,Điện thoại gaming,dien-thoai-gaming,92993
1601,Điện thoại pin trâu,dien-thoai-pin-trau,92993
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,92993
1642,Nothing Phone,nothing-phone,92993
2240,Chuẩn NFC,nfc,92993
2,Root,default-category,88563
3,Điện thoại,mobile,88563
35,Samsung,samsung,88563
1131,Điện thoại gaming,dien-thoai-gaming,88563
1601,Điện thoại pin trâu,dien-thoai-pin-trau,88563
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,88563
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,88563
2240,Chuẩn NFC,nfc,88563
478,Galaxy A,galaxy-a,88563
2,Root,default-category,88343
4,Máy tính bảng,tablet,88343
138,Samsung,samsung,88343
2222,Máy tính bảng AI,ai,88343
2357,Tab S10 Series,samsung-galaxy-tab-s10-series,88343
2,Root,default-category,90118
3,Điện thoại,mobile,90118
132,Apple,apple,90118
1131,Điện thoại gaming,dien-thoai-gaming,90118
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90118
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90118
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90118
2221,Điện thoại AI,ai,90118
2240,Chuẩn NFC,nfc,90118
2305,iPhone 16 Series,iphone-16,90118
2,Root,default-category,91991
3,Điện thoại,mobile,91991
340,Xiaomi,xiaomi,91991
1131,Điện thoại gaming,dien-thoai-gaming,91991
1601,Điện thoại pin trâu,dien-thoai-pin-trau,91991
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,91991
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,91991
2221,Điện thoại AI,ai,91991
2240,Chuẩn NFC,nfc,91991
1017,Redmi,redmi,91991
2434,Note 14 series,note-14-series,91991
2,Root,default-category,100192
4,Máy tính bảng,tablet,100192
932,Lenovo,lenovo,100192
3,Điện thoại,mobile,82062
340,Xiaomi,xiaomi,82062
1131,Điện thoại gaming,dien-thoai-gaming,82062
1601,Điện thoại pin trâu,dien-thoai-pin-trau,82062
2240,Chuẩn NFC,nfc,82062
2,Root,default-category,101623
4,Máy tính bảng,tablet,101623
279,iPad Air,ipad-air,101623
944,iPad,ipad,101623
2509,iPad Air M3,ipad-air-m3,101623
3,Điện thoại,mobile,68866
132,Apple,apple,68866
1131,Điện thoại gaming,dien-thoai-gaming,68866
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,68866
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,68866
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,68866
2221,Điện thoại AI,ai,68866
2240,Chuẩn NFC,nfc,68866
1392,iPhone 15 Series,iphone-15,68866
2,Root,default-category,88563
3,Điện thoại,mobile,88563
35,Samsung,samsung,88563
1131,Điện thoại gaming,dien-thoai-gaming,88563
1601,Điện thoại pin trâu,dien-thoai-pin-trau,88563
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,88563
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,88563
2240,Chuẩn NFC,nfc,88563
478,Galaxy A,galaxy-a,88563
2,Root,default-category,89477
4,Máy tính bảng,tablet,89477
2263,Teclast,teclast,89477
2,Root,default-category,99738
3,Điện thoại,mobile,99738
35,Samsung,samsung,99738
478,Galaxy A,galaxy-a,99738
2,Root,default-category,100044
4,Máy tính bảng,tablet,100044
913,Máy đọc sách ,may-doc-sach,100044
978,Kindle,kindle,100044
914,Kindle,kindle,100044
2,Root,default-category,91991
3,Điện thoại,mobile,91991
340,Xiaomi,xiaomi,91991
1131,Điện thoại gaming,dien-thoai-gaming,91991
1601,Điện thoại pin trâu,dien-thoai-pin-trau,91991
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,91991
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,91991
2221,Điện thoại AI,ai,91991
2240,Chuẩn NFC,nfc,91991
1017,Redmi,redmi,91991
2434,Note 14 series,note-14-series,91991
3,Điện thoại,mobile,102428
340,Xiaomi,xiaomi,102428
1601,Điện thoại pin trâu,dien-thoai-pin-trau,102428
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,102428
1017,Redmi,redmi,102428
2434,Note 14 series,note-14-series,102428
3,Điện thoại,mobile,68866
132,Apple,apple,68866
1131,Điện thoại gaming,dien-thoai-gaming,68866
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,68866
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,68866
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,68866
2221,Điện thoại AI,ai,68866
2240,Chuẩn NFC,nfc,68866
1392,iPhone 15 Series,iphone-15,68866
2,Root,default-category,99738
3,Điện thoại,mobile,99738
35,Samsung,samsung,99738
478,Galaxy A,galaxy-a,99738
2,Root,default-category,93817
3,Điện thoại,mobile,93817
1131,Điện thoại gaming,dien-thoai-gaming,93817
1601,Điện thoại pin trâu,dien-thoai-pin-trau,93817
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,93817
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,93817
1642,Nothing Phone,nothing-phone,93817
2240,Chuẩn NFC,nfc,93817
3,Điện thoại,mobile,102428
340,Xiaomi,xiaomi,102428
1601,Điện thoại pin trâu,dien-thoai-pin-trau,102428
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,102428
1017,Redmi,redmi,102428
2434,Note 14 series,note-14-series,102428
2,Root,default-category,85280
3,Điện thoại,mobile,85280
133,OPPO,oppo,85280
1131,Điện thoại gaming,dien-thoai-gaming,85280
1601,Điện thoại pin trâu,dien-thoai-pin-trau,85280
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,85280
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,85280
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,85280
2221,Điện thoại AI,ai,85280
2240,Chuẩn NFC,nfc,85280
1110,Find Series,find-x-series,85280
2,Root,default-category,93817
3,Điện thoại,mobile,93817
1131,Điện thoại gaming,dien-thoai-gaming,93817
1601,Điện thoại pin trâu,dien-thoai-pin-trau,93817
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,93817
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,93817
1642,Nothing Phone,nothing-phone,93817
2240,Chuẩn NFC,nfc,93817
2,Root,default-category,90117
3,Điện thoại,mobile,90117
132,Apple,apple,90117
1131,Điện thoại gaming,dien-thoai-gaming,90117
1601,Điện thoại pin trâu,dien-thoai-pin-trau,90117
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90117
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90117
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90117
2221,Điện thoại AI,ai,90117
2240,Chuẩn NFC,nfc,90117
2305,iPhone 16 Series,iphone-16,90117
2,Root,default-category,85280
3,Điện thoại,mobile,85280
133,OPPO,oppo,85280
1131,Điện thoại gaming,dien-thoai-gaming,85280
1601,Điện thoại pin trâu,dien-thoai-pin-trau,85280
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,85280
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,85280
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,85280
2221,Điện thoại AI,ai,85280
2240,Chuẩn NFC,nfc,85280
1110,Find Series,find-x-series,85280
2,Root,default-category,68859
3,Điện thoại,mobile,68859
132,Apple,apple,68859
1131,Điện thoại gaming,dien-thoai-gaming,68859
1601,Điện thoại pin trâu,dien-thoai-pin-trau,68859
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,68859
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,68859
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,68859
2221,Điện thoại AI,ai,68859
2240,Chuẩn NFC,nfc,68859
1392,iPhone 15 Series,iphone-15,68859
2,Root,default-category,90117
3,Điện thoại,mobile,90117
132,Apple,apple,90117
1131,Điện thoại gaming,dien-thoai-gaming,90117
1601,Điện thoại pin trâu,dien-thoai-pin-trau,90117
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90117
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90117
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90117
2221,Điện thoại AI,ai,90117
2240,Chuẩn NFC,nfc,90117
2305,iPhone 16 Series,iphone-16,90117
3,Điện thoại,mobile,93788
1131,Điện thoại gaming,dien-thoai-gaming,93788
1601,Điện thoại pin trâu,dien-thoai-pin-trau,93788
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,93788
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,93788
1642,Nothing Phone,nothing-phone,93788
2240,Chuẩn NFC,nfc,93788
2,Root,default-category,68859
3,Điện thoại,mobile,68859
132,Apple,apple,68859
1131,Điện thoại gaming,dien-thoai-gaming,68859
1601,Điện thoại pin trâu,dien-thoai-pin-trau,68859
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,68859
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,68859
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,68859
2221,Điện thoại AI,ai,68859
2240,Chuẩn NFC,nfc,68859
1392,iPhone 15 Series,iphone-15,68859
2,Root,default-category,90114
3,Điện thoại,mobile,90114
132,Apple,apple,90114
1131,Điện thoại gaming,dien-thoai-gaming,90114
1601,Điện thoại pin trâu,dien-thoai-pin-trau,90114
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90114
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90114
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90114
2221,Điện thoại AI,ai,90114
2240,Chuẩn NFC,nfc,90114
2305,iPhone 16 Series,iphone-16,90114
3,Điện thoại,mobile,93788
1131,Điện thoại gaming,dien-thoai-gaming,93788
1601,Điện thoại pin trâu,dien-thoai-pin-trau,93788
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,93788
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,93788
1642,Nothing Phone,nothing-phone,93788
2240,Chuẩn NFC,nfc,93788
2,Root,default-category,53193
3,Điện thoại,mobile,53193
35,Samsung,samsung,53193
1131,Điện thoại gaming,dien-thoai-gaming,53193
1601,Điện thoại pin trâu,dien-thoai-pin-trau,53193
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,53193
2240,Chuẩn NFC,nfc,53193
478,Galaxy A,galaxy-a,53193
2,Root,default-category,90114
3,Điện thoại,mobile,90114
132,Apple,apple,90114
1131,Điện thoại gaming,dien-thoai-gaming,90114
1601,Điện thoại pin trâu,dien-thoai-pin-trau,90114
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90114
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90114
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90114
2221,Điện thoại AI,ai,90114
2240,Chuẩn NFC,nfc,90114
2305,iPhone 16 Series,iphone-16,90114
2,Root,default-category,90112
3,Điện thoại,mobile,90112
132,Apple,apple,90112
1131,Điện thoại gaming,dien-thoai-gaming,90112
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90112
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90112
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90112
2221,Điện thoại AI,ai,90112
2240,Chuẩn NFC,nfc,90112
2305,iPhone 16 Series,iphone-16,90112
2,Root,default-category,53193
3,Điện thoại,mobile,53193
35,Samsung,samsung,53193
1131,Điện thoại gaming,dien-thoai-gaming,53193
1601,Điện thoại pin trâu,dien-thoai-pin-trau,53193
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,53193
2240,Chuẩn NFC,nfc,53193
478,Galaxy A,galaxy-a,53193
3,Điện thoại,mobile,96795
340,Xiaomi,xiaomi,96795
1131,Điện thoại gaming,dien-thoai-gaming,96795
1601,Điện thoại pin trâu,dien-thoai-pin-trau,96795
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,96795
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,96795
2240,Chuẩn NFC,nfc,96795
1017,Redmi,redmi,96795
1868,Note 13 series,note-13-series,96795
2,Root,default-category,90112
3,Điện thoại,mobile,90112
132,Apple,apple,90112
1131,Điện thoại gaming,dien-thoai-gaming,90112
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90112
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,90112
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,90112
2221,Điện thoại AI,ai,90112
2240,Chuẩn NFC,nfc,90112
2305,iPhone 16 Series,iphone-16,90112
3,Điện thoại,mobile,96795
340,Xiaomi,xiaomi,96795
1131,Điện thoại gaming,dien-thoai-gaming,96795
1601,Điện thoại pin trâu,dien-thoai-pin-trau,96795
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,96795
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,96795
2240,Chuẩn NFC,nfc,96795
1017,Redmi,redmi,96795
1868,Note 13 series,note-13-series,96795
2,Root,default-category,95959
3,Điện thoại,mobile,95959
133,OPPO,oppo,95959
1131,Điện thoại gaming,dien-thoai-gaming,95959
1601,Điện thoại pin trâu,dien-thoai-pin-trau,95959
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,95959
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,95959
2221,Điện thoại AI,ai,95959
2240,Chuẩn NFC,nfc,95959
1111,Reno Series,reno-series,95959
2,Root,default-category,95959
3,Điện thoại,mobile,95959
133,OPPO,oppo,95959
1131,Điện thoại gaming,dien-thoai-gaming,95959
1601,Điện thoại pin trâu,dien-thoai-pin-trau,95959
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,95959
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,95959
2221,Điện thoại AI,ai,95959
2240,Chuẩn NFC,nfc,95959
1111,Reno Series,reno-series,95959
2,Root,default-category,80473
3,Điện thoại,mobile,80473
35,Samsung,samsung,80473
1131,Điện thoại gaming,dien-thoai-gaming,80473
1601,Điện thoại pin trâu,dien-thoai-pin-trau,80473
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,80473
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,80473
2240,Chuẩn NFC,nfc,80473
882,Galaxy M,galaxy-m,80473
2,Root,default-category,80473
3,Điện thoại,mobile,80473
35,Samsung,samsung,80473
1131,Điện thoại gaming,dien-thoai-gaming,80473
1601,Điện thoại pin trâu,dien-thoai-pin-trau,80473
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,80473
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,80473
2240,Chuẩn NFC,nfc,80473
882,Galaxy M,galaxy-m,80473
3,Điện thoại,mobile,93386
1864,Điện thoại Meizu,meizu,93386
3,Điện thoại,mobile,93386
1864,Điện thoại Meizu,meizu,93386
2,Root,default-category,18388
3,Điện thoại,mobile,18388
132,Apple,apple,18388
1131,Điện thoại gaming,dien-thoai-gaming,18388
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,18388
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,18388
2221,Điện thoại AI,ai,18388
2240,Chuẩn NFC,nfc,18388
758,iPhone 11 Series,iphone-11-series,18388
2,Root,default-category,18388
3,Điện thoại,mobile,18388
132,Apple,apple,18388
1131,Điện thoại gaming,dien-thoai-gaming,18388
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,18388
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,18388
2221,Điện thoại AI,ai,18388
2240,Chuẩn NFC,nfc,18388
758,iPhone 11 Series,iphone-11-series,18388
3,Điện thoại,mobile,83010
133,OPPO,oppo,83010
1131,Điện thoại gaming,dien-thoai-gaming,83010
1601,Điện thoại pin trâu,dien-thoai-pin-trau,83010
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,83010
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,83010
2221,Điện thoại AI,ai,83010
2240,Chuẩn NFC,nfc,83010
1111,Reno Series,reno-series,83010
3,Điện thoại,mobile,83010
133,OPPO,oppo,83010
1131,Điện thoại gaming,dien-thoai-gaming,83010
1601,Điện thoại pin trâu,dien-thoai-pin-trau,83010
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,83010
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,83010
2221,Điện thoại AI,ai,83010
2240,Chuẩn NFC,nfc,83010
1111,Reno Series,reno-series,83010
2,Root,default-category,88564
3,Điện thoại,mobile,88564
35,Samsung,samsung,88564
1131,Điện thoại gaming,dien-thoai-gaming,88564
1601,Điện thoại pin trâu,dien-thoai-pin-trau,88564
478,Galaxy A,galaxy-a,88564
2,Root,default-category,88564
3,Điện thoại,mobile,88564
35,Samsung,samsung,88564
1131,Điện thoại gaming,dien-thoai-gaming,88564
1601,Điện thoại pin trâu,dien-thoai-pin-trau,88564
478,Galaxy A,galaxy-a,88564
2,Root,default-category,96373
3,Điện thoại,mobile,96373
1121,Tecno,tecno,96373
1131,Điện thoại gaming,dien-thoai-gaming,96373
1601,Điện thoại pin trâu,dien-thoai-pin-trau,96373
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,96373
2240,Chuẩn NFC,nfc,96373
1878,Tecno Spark,spark,96373
2,Root,default-category,96373
3,Điện thoại,mobile,96373
1121,Tecno,tecno,96373
1131,Điện thoại gaming,dien-thoai-gaming,96373
1601,Điện thoại pin trâu,dien-thoai-pin-trau,96373
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,96373
2240,Chuẩn NFC,nfc,96373
1878,Tecno Spark,spark,96373
2,Root,default-category,93646
3,Điện thoại,mobile,93646
35,Samsung,samsung,93646
1131,Điện thoại gaming,dien-thoai-gaming,93646
1601,Điện thoại pin trâu,dien-thoai-pin-trau,93646
478,Galaxy A,galaxy-a,93646
2,Root,default-category,93646
3,Điện thoại,mobile,93646
35,Samsung,samsung,93646
1131,Điện thoại gaming,dien-thoai-gaming,93646
1601,Điện thoại pin trâu,dien-thoai-pin-trau,93646
478,Galaxy A,galaxy-a,93646
2,Root,default-category,98498
3,Điện thoại,mobile,98498
35,Samsung,samsung,98498
475,Galaxy S,galaxy-s,98498
2420,Galaxy S25 Series,s25-series,98498
2,Root,default-category,98498
3,Điện thoại,mobile,98498
35,Samsung,samsung,98498
475,Galaxy S,galaxy-s,98498
2420,Galaxy S25 Series,s25-series,98498
2,Root,default-category,85247
3,Điện thoại,mobile,85247
133,OPPO,oppo,85247
1131,Điện thoại gaming,dien-thoai-gaming,85247
1601,Điện thoại pin trâu,dien-thoai-pin-trau,85247
1016,A Series,a-series,85247
2,Root,default-category,85247
3,Điện thoại,mobile,85247
133,OPPO,oppo,85247
1131,Điện thoại gaming,dien-thoai-gaming,85247
1601,Điện thoại pin trâu,dien-thoai-pin-trau,85247
1016,A Series,a-series,85247
2,Root,default-category,84108
3,Điện thoại,mobile,84108
35,Samsung,samsung,84108
475,Galaxy S,galaxy-s,84108
2420,Galaxy S25 Series,s25-series,84108
2,Root,default-category,84108
3,Điện thoại,mobile,84108
35,Samsung,samsung,84108
475,Galaxy S,galaxy-s,84108
2420,Galaxy S25 Series,s25-series,84108
2,Root,default-category,77853
3,Điện thoại,mobile,77853
925,Nubia,nubia,77853
1601,Điện thoại pin trâu,dien-thoai-pin-trau,77853
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,77853
2240,Chuẩn NFC,nfc,77853
2,Root,default-category,77853
3,Điện thoại,mobile,77853
925,Nubia,nubia,77853
1601,Điện thoại pin trâu,dien-thoai-pin-trau,77853
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,77853
2240,Chuẩn NFC,nfc,77853
2,Root,default-category,53270
3,Điện thoại,mobile,53270
35,Samsung,samsung,53270
1131,Điện thoại gaming,dien-thoai-gaming,53270
1601,Điện thoại pin trâu,dien-thoai-pin-trau,53270
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,53270
2240,Chuẩn NFC,nfc,53270
478,Galaxy A,galaxy-a,53270
2,Root,default-category,53270
3,Điện thoại,mobile,53270
35,Samsung,samsung,53270
1131,Điện thoại gaming,dien-thoai-gaming,53270
1601,Điện thoại pin trâu,dien-thoai-pin-trau,53270
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,53270
2240,Chuẩn NFC,nfc,53270
478,Galaxy A,galaxy-a,53270
2,Root,default-category,91270
3,Điện thoại,mobile,91270
1121,Tecno,tecno,91270
1131,Điện thoại gaming,dien-thoai-gaming,91270
1601,Điện thoại pin trâu,dien-thoai-pin-trau,91270
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,91270
2240,Chuẩn NFC,nfc,91270
1879,Tecno Camon,camon,91270
2,Root,default-category,91270
3,Điện thoại,mobile,91270
1121,Tecno,tecno,91270
1131,Điện thoại gaming,dien-thoai-gaming,91270
1601,Điện thoại pin trâu,dien-thoai-pin-trau,91270
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,91270
2240,Chuẩn NFC,nfc,91270
1879,Tecno Camon,camon,91270
2,Root,default-category,59293
3,Điện thoại,mobile,59293
35,Samsung,samsung,59293
1131,Điện thoại gaming,dien-thoai-gaming,59293
1601,Điện thoại pin trâu,dien-thoai-pin-trau,59293
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,59293
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,59293
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,59293
2221,Điện thoại AI,ai,59293
2240,Chuẩn NFC,nfc,59293
475,Galaxy S,galaxy-s,59293
1833,Galaxy S24 Series,s24-series,59293
2,Root,default-category,59293
3,Điện thoại,mobile,59293
35,Samsung,samsung,59293
1131,Điện thoại gaming,dien-thoai-gaming,59293
1601,Điện thoại pin trâu,dien-thoai-pin-trau,59293
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,59293
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,59293
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,59293
2221,Điện thoại AI,ai,59293
2240,Chuẩn NFC,nfc,59293
475,Galaxy S,galaxy-s,59293
1833,Galaxy S24 Series,s24-series,59293
2,Root,default-category,99776
3,Điện thoại,mobile,99776
